CD_CVM,TICKER,DENOM_SOCIAL,DENOM_COMERC,SETOR_ATIV,PF_PJ,CNPJ,DT_REG,DT_CONST,DT_CANCEL,MOTIVO_CANCEL,SIT_REG,DT_INI_SIT,SIT_EMISSOR,DT_INI_SIT_EMISSOR,CATEG_REG,DT_INI_CATEG,AUDITOR,CNPJ_AUDITOR,TP_ENDER,LOGRADOURO,COMPL,BAIRRO,CIDADE,UF,PAIS,CD_POSTAL,TEL,FAX,EMAIL,TP_RESP,RESP,DT_INI_RESP,LOGRADOURO_RESP,COMPL_RESP,BAIRRO_RESP,CIDADE_RESP,UF_RESP,PAIS_RESP,CEP_RESP,TEL_RESP,FAX_RESP,EMAIL_RESP,TP_MERC
23124,,COMPANHIA FERRÍFERA BRASILEIRA S.A.,COMPANHIA FERRÍFERA BRASILEIRA S.A.,Emp. Adm. Part. - Extração Mineral,PJ,1.26461E+13,3/26/2013,4/15/2010,1/7/2016,Cancelamento de ofício - IN CVM 480/09,CANCELADA,1/7/2016,FASE PRÉ-OPERACIONAL,10/5/2012,Categoria A,3/26/2013,PARANÁ AUDITORES ASSOCIADOS S/S,6.87202E+13,SEDE,"Rua Brigadeiro Franco, 3.659",térreo,Bairro Centro,CURITIBA,PR,BRASIL,,(41) 30899000,(41) 33599991,contato@ferrobrasileiro.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,FABIO RODRIGUES PASSOS,2/12/2014,"RUA BRIGADEIRO FRANCO, 3659",TÉRREO,CENTRO,CURITIBA,PR,,80250030,(41) 30899000,(41) 33599991,ri@ferrobrasileiro.com.br,
23132,,BSI CAPITAL SECURITIZADORA S.A.,BSI CAPITAL SECURITIZADORA S.A.,SECURITIZAÇÃO DE RECEBÍVEIS,PJ,1.12574E+13,4/17/2013,9/2/2009,,,ATIVO,4/17/2013,FASE OPERACIONAL,1/30/2013,Categoria B,1/30/2013,AUDIFACTOR AUDITORES INDEPENDENTES S/S,7.0378E+12,SEDE,"RUA JOSE VERSOLLATO, 111",SALA 2126,CENTRO,SÃO BERNARDO DO CAMPO,SP,BRASIL,,(11) 43309660,(11) 43309660,bsisecuritizadora@gmail.com,DIRETOR DE RELAÇÕES COM INVESTIDORES,RICARDO ELSON DO CARMO,11/19/2010,"RUA JOSE VERSOLLATO, 111",SALA 2126,CENTRO,SÃO BERNARDO DO CAMPO,SP,,9750730,(11) 43309660,(11) 43309660,bsisecuritizadora@gmail.com,
23140,,SMILES S.A.,,COMÉRCIO (ATACADO E VAREJO),PJ,1.59128E+13,4/25/2013,6/10/2012,7/1/2017,ELISÃO POR INCORPORAÇÃO,CANCELADA,7/1/2017,FASE OPERACIONAL,2/28/2013,Categoria A,2/28/2013,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES,4.99286E+13,SEDE,"Alameda Rio Negro, 585, Bloco B",2º andar,Alphaville,BARUERI,SP,BRASIL,,(11) 48712012,(11) 48712018,ri@smiles.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,MARCOS ANOTNIO PINHEIRO  FILHO,9/19/2016,"ALAMEDA RIO NEGRO,585, BL B",2º AND,ALPHAVILLE,SÃO PAULO,,,6454000,(11) 48712012,(11) 48712018,ri@smiles.com.br,
23159,,BB SEGURIDADE PARTICIPAÇÕES S.A.,,Emp. Adm. Part. - Seguradoras e Corretoras,PJ,1.73446E+13,4/25/2013,12/20/2012,,,ATIVO,4/25/2013,FASE OPERACIONAL,2/27/2013,Categoria A,2/27/2013,KPMG AUDITORES INDEPENDENTES,5.77552E+13,SEDE,"SAUN, Quadra 05, Bloco B, 3º andar",Edifício Banco do Br,Asa Norte,BRASÍLIA,DF,BRASIL,,(61) 34932929,(11) 35383882,diseg@bb.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,WERNER ROMERA SUFFERT,2/10/2014,"RUA ALEXANDRE DUMAS, 1671","TÉRREO, ALA B",CHÁCARA STO ANTÔNIO,SÃO PAULO,SP,,4717903,(11) 42970730,(11) 35383882,ri@bbseg.com.br,
23167,,RODOVIAS DAS COLINAS S.A.,,Serviços Transporte e Logística,PJ,3.02531E+12,4/25/2013,3/2/1999,,,ATIVO,4/25/2013,FASE OPERACIONAL,2/5/2013,Categoria B,2/5/2013,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES,4.99286E+13,SEDE,"Rodovia Marechal Rondon, km 112, marginal oeste, sem numero",n/a,Jardim Oliveira,ITU,SP,BRASIL,,(11) 35089634,(11) 35089601,ri@colinasnet.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,ALEXANDRE TUJISOKI,1/2/2013,RUA LEOPOLDO COUTO M. JÚNIOR,"Nº 758, 12º ANDAR",ITAIM BIBI,SÃO PAULO,SP,,4542000,(11) 35089617,(11) 35089634,ri@colinasnet.com.br,
23175,,IGUA SANEAMENTO S.A.,COMPANHIA DE AGUAS DO BRASIL - CAB AMBIENTAL,"Saneamento, Serv. Água e Gás",PJ,8.15997E+12,5/13/2013,6/26/2006,,,ATIVO,5/13/2013,FASE OPERACIONAL,3/19/2013,Categoria A,3/19/2013,ERNST & YOUNG AUDITORES INDEPENDENTES S/S,6.13669E+13,SEDE,"Rua Gomes de Carvalho, 1.306",15º andar - cj 151,Vila Olímpia,SÃO PAULO,SP,BRASIL,,(11) 48738710,(11) 21990478,msalomao@iguasa.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,FELIPE RATH FINGERL,6/7/2018,"RUA GOMES DE CARVALHO, 1.306","15º ANDAR, CJ 151",VILA OLÍMPIA,SÃO PAULO,,,4547005,(011) 48738700,(011) 48738700,riiguasa@iguasa.com.br,
23183,,ALTUS SISTEMA DE AUTOMAÇÃO S.A.,ALTUS SISTEMA DE AUTOMAÇÃO S.A.,"Máquinas, Equipamentos, Veículos e Peças",PJ,9.286E+13,7/2/2013,6/6/1989,12/8/2017,Cancelamento Voluntário - IN CVM 480/09,CANCELADA,12/8/2017,FASE OPERACIONAL,4/2/2013,Categoria A,4/2/2013,KPMG AUDITORES INDEPENDENTES,5.77552E+13,SEDE,Av. Theodomiro Porto da Fonseca 3101,Lote 1,Cristo Rei,SÃO LEOPOLDO,RS,BRASIL,,(51) 35899500,(51) 35899501,altus@altus.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,FABIANO GUNTHER FAVARO,3/26/2013,AV THEODOMIRO PORTO DA FONSECA,"3101, LOTE 1",CRISTO REI,SÃO LEOPOLDO,RS,,93022715,(51) 35899500,(51) 35899501,ri@altus.com.br,
23191,,DELUXE MOTORS S.A.,DELUXE MOTORS S.A,Emp. Adm. Part. - Serviços Transporte e Logística,PJ,1.2395E+13,9/9/2013,5/28/2010,1/7/2016,Cancelamento de ofício - IN CVM 480/09,CANCELADA,1/7/2016,FASE PRÉ-OPERACIONAL,5/16/2013,Categoria A,9/9/2013,PARANÁ AUDITORES ASSOCIADOS S/S,6.87202E+13,SEDE,"Rua Simão Bolívar, 1.250",térreo,Bairro Juvevê,CURITIBA,PR,BRASIL,,(41) 30454242,(41) 30455800,contato@deluxemotors.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,ALEXANDRE SOUZA DE AZAMBUJA,12/30/2011,"RUA SIMÃO BOLIVAR, 1250",TERREO,JUVEVE,CURITIBA,PR,,80040140,(41) 30454242,(41) 30455800,ri@deluxemotors.com.br,
23205,,BR TOWERS SPE1 S.A.,,"Máquinas, Equipamentos, Veículos e Peças",PJ,1.42064E+13,9/20/2013,8/16/2011,12/5/2018,Cancelamento Voluntário - IN CVM 480/09,CANCELADA,12/5/2018,FASE OPERACIONAL,8/8/2013,Categoria B,8/8/2013,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES,5.42769E+13,SEDE,"Rua Olimpíadas, 205, Sala 04",8º andar,Vila Olímpia,SÃO PAULO,SP,BRASIL,,(11) 47664383,(11) 47664383,Cecilia.Fantinelli@americantower.com,DIRETOR DE RELAÇÕES COM INVESTIDORES,MARIA CECILIA CALZA FANTINELLI,5/8/2015,"RUA OLIMPÍADAS, 205",8º ANDAR,VILA OLÍMPIA,SÃO PAULO,SP,,4551000,(11) 30186600,(11) 30186636,cecilia.fantinelli@americantower.com,
23213,,ITAQUI GERAÇÃO DE ENERGIA S.A.,ITAQUI GERAÇÃO DE ENERGIA S.A.,ENERGIA ELÉTRICA,PJ,8.21948E+12,9/26/2013,7/11/2006,7/31/2015,Cancelamento Voluntário - IN CVM 480/09,CANCELADA,7/31/2015,FASE OPERACIONAL,6/3/2013,Categoria B,9/26/2013,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES,6.15621E+13,SEDE,"Avenida dos Portugueses, s/n","Mod. G, BR 135",Industrial de Itaqui,SÃO LUÍS,MA,BRASIL,,(21) 37213030,(21) 37213001,ri@eneva.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,JULIO CEZAR MARCANTE,4/1/2014,"PRAIA DO FLAMENGO, 66 - BLOCO",9º ANDAR,FLAMENGO,RIO DE JANEIRO,RJ,,22210903,(21) 21635604,(21) 21635630,ri@eneva.com.br,
23221,,SER EDUCACIONAL S.A.,,EDUCAÇÃO,PJ,4.98632E+12,10/18/2013,3/19/2002,,,ATIVO,10/18/2013,FASE OPERACIONAL,8/27/2013,Categoria A,8/27/2013,ERNST & YOUNG AUDITORES INDEPENDENTES S/S,6.13669E+13,SEDE,"Av. da Saudade, 254",,Santo Amaro,RECIFE,PE,BRASIL,,(11) 27693223,,ri@sereducacional.com,DIRETOR DE RELAÇÕES COM INVESTIDORES,RODRIGO DE MACEDO ALVES,2/9/2015,"RUA GUILHERME PINTO, 146",SALA 106,BAIRRO DAS GRAÇAS,RECIFE,PE,,51010000,(81) 34643223,(81) 34643200,ri@sereducacional.com,
23230,,RAÍZEN ENERGIA S.A.,,"AGRICULTURA (AÇUCAR, ALCOOL E CANA)",PJ,8.07051E+12,10/21/2013,11/16/2000,,,ATIVO,10/21/2013,FASE OPERACIONAL,6/18/2013,Categoria B,6/18/2013,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES,6.15621E+13,SEDE,"Avenida Brigadeiro Faria Lima, nº 4.100","11º andar, parte V",Itaim Bibi,SÃO PAULO,SP,BRASIL,,(11) 23446200,(11) 23446305,ri@raizen.com,DIRETOR DE RELAÇÕES COM INVESTIDORES,GUILHERME JOSÉ DE VASCONCELOS CERQUEIRA,4/16/2014,AV PRES JUSCELINO KUBITSCHEK,"1327 - 5º AND, S 1",ITAIM BIBI,SÃO PAULO,,,4543011,(11) 23446200,(11) 23446035,ri@raizen.com,
23248,,ANIMA HOLDING S/A,,EDUCAÇÃO,PJ,9.28825E+12,10/24/2013,10/5/2007,,,ATIVO,10/24/2013,FASE OPERACIONAL,9/3/2013,Categoria A,9/3/2013,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES,6.15621E+13,SEDE,"Rua Natingui, 862",1° andar,Vila Madalena,SÃO PAULO,SP,BRASIL,,(11) 43022611,(11) 43022680,ri@animaeducacao.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,GABRIEL RALSTON CORREA RIBEIRO,4/26/2018,"RUA NATINGUI, 862",1º ANDAR,VILA MADALENA,SÃO PAULO,,,5443001,(011) 43022611,(011) 43022680,ri@animaeducacao.com.br,
23256,,CONSULT SECURITIZADORA S/A,ETHOS SECURITIZADORA S/A,SECURITIZAÇÃO DE RECEBÍVEIS,PJ,1.76326E+13,10/25/2013,2/15/2013,2/27/2015,Cancelamento Voluntário - IN CVM 480/09,CANCELADA,2/27/2015,FASE PRÉ-OPERACIONAL,8/28/2013,Categoria B,8/28/2013,MJK AUDITORES INDEPENDENTES,1.56568E+13,SEDE,"Rua Mateus Leme, 2004",1o Andar,Centro Cívico,CURITIBA,PR,BRASIL,,(41) 33506083,(41) 33506102,mariana.seccatto@consult.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,JOSE AUGUSTO ROQUE,7/1/2013,"RUA MATEUS LEME, 2004",1º AND,CENTRO CIVICO,CURITIBA,PR,,80530010,(41) 33506083,(41) 33506102,ri@ethossec.com.br,
23264,,AMBEV S.A.,AMBEV S.A,BEBIDAS E FUMO,PJ,7.52656E+12,10/30/2013,7/8/2005,,,ATIVO,10/30/2013,FASE OPERACIONAL,4/8/2013,Categoria A,4/8/2013,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES,4.99286E+13,SEDE,"Rua Dr. Renato Paes de Barros, 1.017",3º andar,Itaim Bibi,SÃO PAULO,SP,BRASIL,,(11) 21221414,(11) 21221529,ri@ambev.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,FERNANDO MOMMENSOHN TENNENBAUM,7/1/2018,RUA DR. RENATO PAES DE BARROS,"1.107, 4º ANDAR",ITAIM BIBI,SÃO PAULO,,,4530001,(011) 21221414,(011) 21221529,ri@ambev.com.br,
23272,,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.,LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES S.A.,"Construção Civil, Mat. Constr. e Decoração",PJ,9.04117E+12,11/12/2013,7/3/2007,,,ATIVO,11/12/2013,FASE OPERACIONAL,8/27/2013,Categoria A,12/17/2018,KPMG AUDITORES INDEPENDENTES,5.77552E+13,SEDE,"Av. Professor Mário Werneck, nº 621, 10º andar, BH/MG",Conjunto 02,Estoril,BELO HORIZONTE,MG,BRASIL,,(31) 36158400,,ri@logcp.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,FELIPE ENCK GONÇALVES,8/27/2013,AV. PROFESSOR MÁRIO WERNECK,Nº621/10ºA/CJ2,ESTORIL,BELO HORIZONTE,MG,,30455610,(31) 36158400,,ri@logcp.com.br,
23280,,OURO VERDE LOCAÇÃO E SERVIÇO S.A.,,Serviços Transporte e Logística,PJ,7.56091E+13,11/14/2013,5/29/1973,,,ATIVO,11/14/2013,FASE OPERACIONAL,7/15/2013,Categoria B,6/19/2020,KPMG AUDITORES INDEPENDENTES,5.77552E+13,SEDE,"Rua João Bettega, nº 5.700",-,Cidade Industrial,CURITIBA,PR,BRASIL,,(41) 30947325,(41) 32397095,ri@ouroverde.net.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,RICARDO FERNANDES PEREIRA,7/8/2019,"RUA JOÃO BETTEGA, 5700",,CIC,CURITIBA,PR,,81350000,(41) 30947325,(0) 0,ri@ouroverde.net.br,
23299,,JP PARTICIPAÇÕES S.A.,JP PARTICIPAÇÕES S.A.,Emp. Adm. Part. - Telecomunicações,PJ,1.54634E+13,11/22/2013,3/2/2012,12/31/2014,ELISÃO POR INCORPORAÇÃO,CANCELADA,12/31/2014,FASE PRÉ-OPERACIONAL,7/16/2013,Categoria A,7/16/2013,KPMG AUDITORES INDEPENDENTES,5.77552E+13,SEDE,Rua Angelina Maffei Vita,"200, 9º andar",Jardim Paulistano,SÃO PAULO,SP,BRASIL,,(11) 31377000,(11) 31377097,ri.jpp@gj.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,PEDRO JEREISSATI,12/31/2012,"RUA ANGELINA MAFFEI, 200",9º AND,JARDIM PAULISTANO,SÃO PAULO,SP,,1455070,(11) 31376980,(11) 31376980,ri.jpp@gj.com.br,
23302,,QUALITY SOFTWARE S.A.,QUALITY SOFWARE S.A.,Emp. Adm. Part. - Comunicação e Informática,PJ,3.57914E+13,12/3/2013,9/6/1989,,,ATIVO,12/3/2013,FASE PRÉ-OPERACIONAL,6/24/2013,Categoria A,6/24/2013,GRANT THORNTON AUDITORES INDEPENDENTES,1.08301E+13,SEDE,"Av. Rio Branco, 114",6º e 4º andares,Centro,RIO DE JANEIRO,RJ,BRASIL,,(21) 31473000,(21) 31473049,ri@quality.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,TOLGA ERGUL,9/1/2016,"RUA CUPERTINO DURÃO, 219",,LEBLON,RIO DE JANEIRO,RJ,,22441030,(21) 22441030,(21) 31473000,rodrigo.torres@quality.com.br,
23310,,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA,CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS SA,HOSPEDAGEM E TURISMO,PJ,1.07603E+13,12/5/2013,3/25/2009,,,ATIVO,12/5/2013,FASE OPERACIONAL,10/14/2013,Categoria A,12/5/2013,KPMG AUDITORES INDEPENDENTES,5.77552E+13,SEDE,"Rua das Figueiras, 501",8º Andar,Jardim,SANTO ANDRÉ,SP,BRASIL,,(11) 21232150,(11) 21912461,ri@cvc.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,LEOPOLDO VIRIATO SABOYA,4/3/2018,"RUA DAS FIGUEIRAS, 501",8º ANDAR,JARDIM,SANTO ANDRÉ,,,9080370,(11) 21911079,(11) 21912461,ri@cvc.com.br,
23329,,TERMELÉTRICA PERNAMBUCO III S.A.,,ENERGIA ELÉTRICA,PJ,1.05027E+13,12/10/2013,10/23/2008,,,ATIVO,7/17/2015,FASE PRÉ-OPERACIONAL,9/24/2013,Categoria B,9/24/2013,ERNST & YOUNG AUDITORES INDEPENDENTES S/S,6.13669E+13,SEDE,Avenida Engenho D'Água,"s/nº, Lote 666",Pau Ferro Zona Rural,IGARASSU,PE,BRASIL,,(51) 30258080,(51) 30258046,ri@utepeiii.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,EMILIANO FURLAN STIPANICIC SPYER,4/11/2018,"AV. BRIGADEIRO FARIA LIMA,3900",CONJ. 601,ITAIM BIBI,SÃO PAULO,,,4538132,(011) 42303855,(011) 42303855,ri@utepeiii.com.br,
23337,,SCCI - SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,SCCI - SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS S.A.,SECURITIZAÇÃO DE RECEBÍVEIS,PJ,1.75687E+13,1/16/2014,1/9/2013,9/1/2017,ELISÃO POR INCORPORAÇÃO,CANCELADA,9/1/2017,FASE PRÉ-OPERACIONAL,11/5/2013,Categoria B,11/5/2013,BLB - AUDITORES INDEPENDENTES,6.09603E+12,SEDE,"Rua Iguatemi, n° 151",19° andar (parte),Itaim Bibi,SÃO PAULO,SP,BRASIL,,(11) 31330350,(11) 31330360,gestao@isecbrasil.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,WOLF VEL KOS TRAMBUCH,2/8/2017,"RUA IGUATEMI, Nº 151",19º ANDAR,ITAIM BIBI,SÃO PAULO,,,1451011,(011) 31330350,(011) 31330360,gestao@isecbrasil.com.br,
23345,,SUL INVEST SECURITIZADORA S.A.,SUL INVEST SECURITIZADORA S.A.,SECURITIZAÇÃO DE RECEBÍVEIS,PJ,1.11814E+13,2/26/2014,9/14/2009,8/10/2016,Cancelamento Voluntário - IN CVM 480/09,CANCELADA,8/10/2016,FASE OPERACIONAL,10/31/2013,Categoria B,10/31/2013,NEXT AUDITORES INDEPENDENTES S/S,1.92808E+13,SEDE,"RUA MARECHAL DEODORO, 869",SALA 101,CENTRO,CURITIBA,PR,BRASIL,,(41) 30212990,(41) 30212990,ri@sulinvestmulti.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,ALEXANDRE SILVEIRA,6/19/2013,"RUA MARECHAL DEODORO, 869",SL 101,CENTRO,CURITIBA,PR,,80060010,(41) 30212990,(41) 30212990,ri@sulinvestmulti.com.br,
23353,,CAPITALE SECURITIZADORA DE CREDITO S.A.,CAPITALE SECURITIZADORA DE CREDITO S.A.,SECURITIZAÇÃO DE RECEBÍVEIS,PJ,1.52291E+13,3/7/2014,12/12/2011,,,ATIVO,3/7/2014,FASE OPERACIONAL,12/16/2013,Categoria B,3/7/2014,AUDIFACTOR AUDITORES INDEPENDENTES S/S,7.0378E+12,SEDE,"Rua Paraná, n° 2902",sala 01,Centro,CASCAVEL,PR,BRASIL,,(45) 32220343,(45) 32220343,capitalecvm@gmail.com,DIRETOR DE RELAÇÕES COM INVESTIDORES,RICARDO PRESTES MION,12/12/2011,"RUA PARANÁ, 2902",SL 01,CENTRO,CASCAVEL,PR,,85810010,(45) 32220343,(45) 32220343,capitalecvm@gmail.com,
23361,,SPE AKRO SECURITIZADORA S.A.,SPE AKRO SECURITIZADORA S.A.,SECURITIZAÇÃO DE RECEBÍVEIS,PJ,1.95114E+13,3/26/2014,1/2/2014,7/7/2015,Cancelamento Voluntário - IN CVM 480/09,CANCELADA,7/7/2015,FASE PRÉ-OPERACIONAL,2/6/2014,Categoria B,2/6/2014,ATA AUDITORES & CONSULTORES EPP,3.16024E+13,SEDE,Avenida das Américas 700 bloco 6,sala 148,Barra da Tijuca,RIO DE JANEIRO,RJ,BRASIL,,(21) 21093700,(21) 21093733,brunoalmeida@akro.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,BRUNO CUNHA ALMEIDA,2/2/2015,AV AMERICAS 700,SALA148 BL6,BARRA DA TIJUCA,RIO DE JANEIRO,RJ,,22640100,(21) 21093700,(21) 21093733,brunoalmeida@akro.com.br,
23370,,FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.,FTL - FERROVIA TRANSNORDESTINA LOGÍSTICA S.A.,Serviços Transporte e Logística,PJ,1.72342E+13,4/25/2014,10/29/2012,,,ATIVO,4/25/2014,FASE OPERACIONAL,2/27/2014,Categoria B,2/27/2014,GRANT THORNTON AUDITORES INDEPENDENTES,1.08301E+13,SEDE,"AV FRANCISCO SÁ, 4829",Parte,ALVARO WEYNE,FORTALEZA,CE,BRASIL,,(85) 40082564,(85) 40082548,fernando.assuncao@tlsa.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,SERGI MARCIO DE FREITAS LEITE,9/15/2017,AV. FRANCISCO SÁ,4829,ALVARO WEYNE,FORTALEZA,,,60335195,(85) 40082500,(85) 40082548,jorge.mello@tlsa.com.br,
23388,,SANTO ANTONIO ENERGIA S.A.,,ENERGIA ELÉTRICA,PJ,9.39182E+12,4/28/2014,1/17/2008,,,ATIVO,4/28/2014,FASE OPERACIONAL,2/6/2014,Categoria B,2/6/2014,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES,4.99286E+13,SEDE,"Avenida das Nações Unidas, 4777","6° andar, Sala 1",Alto de Pinheiros,SÃO PAULO,SP,BRASIL,,(11) 37022250,(11) 37022288,risae@santoantonioenergia.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,NILMAR SISTO FOLETTO,5/19/2017,"AV. DAS NAÇÕES UNIDAS, 4.777",6° ANDAR SALA 1,ALTO DE PINHEIROS,SÃO PAULO,,,5477000,(11) 37022250,(11) 37022888,risae@santoantonioenergia.com.br,
23396,,AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.,AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.,"Saneamento, Serv. Água e Gás",PJ,8.8275E+12,5/21/2014,3/26/2007,,,ATIVO,5/21/2014,FASE OPERACIONAL,3/11/2014,Categoria B,5/21/2014,KPMG AUDITORES INDEPENDENTES,5.77552E+13,SEDE,"Avenida Brigadeiro Faria Lima, nº 1.744","7º andar, Cj 71,sl 1",Jardim Paulistano,SÃO PAULO,SP,BRASIL,,(11) 38188150,(11) 38188166,ri@aegea.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,FLAVIO MARTINS TARCHI CRIVELLARI,2/21/2014,AV. BRIGADEIRO FARIA LIMA,1.744/7º AND/SL 1,JARDIM PAULISTANO,SÃO PAULO,SP,,1451910,(11) 38188150,(11) 38188166,rei@aegea.com.br,
23400,,SCCA - SECURITIZADORA DE CRÉDITOS DO AGRONEGÓCIO S.A.,SCCA - SECURITIZADORA DE CRÉDITOS DO AGRONEGÓCIO S.A.,SECURITIZAÇÃO DE RECEBÍVEIS,PJ,1.9289E+13,5/27/2014,11/21/2013,5/26/2015,Cancelamento Voluntário - IN CVM 480/09,CANCELADA,5/26/2015,FASE PRÉ-OPERACIONAL,4/1/2014,Categoria B,5/27/2014,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES,5.42769E+13,SEDE,"Rua Iguatemi, n° 151",19° andar,Itaim Bibi,SÃO PAULO,SP,BRASIL,,(11) 31330350,(11) 31330360,riscci@certificadora.imb.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,DANIELA MUSSOLINI LIORCA SANCHEZ ANDREI,2/26/2014,"RUA IGUATEMI, 151",19º ANDAR,ITAIM BIBI,SÃO PAULO,SP,,1451011,(11) 31330350,(11) 31330360,riscci@certificadora.imb.br,
23418,,GÁVEA SECURITIZADORA S.A.,GÁVEA SECURITIZADORA S.A.,SECURITIZAÇÃO DE RECEBÍVEIS,PJ,1.11937E+13,6/20/2014,9/17/2009,7/18/2018,Cancelamento Voluntário - IN CVM 480/09,CANCELADA,7/18/2018,FASE OPERACIONAL,4/10/2014,Categoria B,4/10/2014,MÜLLER & PREI AUDITORES INDEPENDENTES S/S,1.20186E+13,SEDE,RUA FLAVIO DALLEGRAVE,N 2689,HUGO LANGE,CURITIBA,PR,BRASIL,,(41) 32020505,(41) 32020505,gaveacvm@gmail.com,DIRETOR DE RELAÇÕES COM INVESTIDORES,CÁSSIO FERNANDO DE BRZEZINSKI PRESTES,1/30/2014,RUA JOÃO AMÉRICO DE OLIVEIRA,Nº 795/APTO 21,CABRAL,CURITIBA,PR,,80040220,(41) 32020505,(41) 32020505,gaveacvm@gmail.com,
23426,,OMEGA GERAÇÃO S.A.,OMEGA GERAÇÃO S.A.,Emp. Adm. Part. - Energia Elétrica,PJ,9.1495E+12,7/7/2014,9/26/2007,,,ATIVO,7/7/2014,FASE OPERACIONAL,2/19/2014,Categoria A,7/7/2014,ERNST & YOUNG AUDITORES INDEPENDENTES S/S,6.13669E+13,SEDE,"Av. Barbacena, nº 472","4º andar, Sala 401",Barro Preto,BELO HORIZONTE,MG,BRASIL,,(31) 25133500,(31) 25133533,ri.@omegaenergia.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,ANDREA SZTAJN,5/8/2017,AV PRESIDENTE J KUBITSCHECK,6 ANDAR CJ 62,ITAIM BIBI,SÃO PAULO,SP,,1435000,(11) 32549810,(0) 0,rigeracao@omegaenergia.com.br,
23434,,LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL,LIBRA TERMINAL RIO S/A,Serviços Transporte e Logística,PJ,2.37352E+12,7/14/2014,1/27/1998,5/8/2020,Cancelamento Voluntário - IN CVM 480/09,CANCELADA,5/8/2020,FASE OPERACIONAL,3/28/2014,Categoria B,3/28/2014,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES,5.42769E+13,SEDE,"Rua General Gurjão, nº 105",n/a,Caju,RIO DE JANEIRO,RJ,BRASIL,,(11) 35633600,(11) 35633640,francis.silva@grupolibra.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,RAPHAEL PAZZETTO GONÇALVES,12/13/2019,"RUA GENERAL GURJÃO, 105",,CAJU,RIO DE JANEIRO,RJ,,20931670,(21) 32658040,(0) 0,raphael.goncalves@ictsirio.com.br,
23442,,AGUAS GUARIROBA S.A.,AGUAS GUARIROBA S.A,"Saneamento, Serv. Água e Gás",PJ,4.08957E+12,8/6/2014,9/29/2000,,,ATIVO,8/6/2014,FASE OPERACIONAL,6/3/2014,Categoria B,8/6/2014,KPMG AUDITORES INDEPENDENTES,5.77552E+13,SEDE,Rua Antonio Maria Coelho,n.º 5401,Santa Fé,CAMPO GRANDE,MS,BRASIL,,(67) 33895748,,ri@aegea.com.br,DIRETOR DE RELAÇÕES COM INVESTIDORES,FLAVIO MARTINS TARCHI CRIVELLARI,5/29/2014,AV. BRIGADEIRO FARIA LIMA,1744,ITAIM BIBI,SÃO PAULO,SP,,1451910,(11) 38188150,(11) 38188166,ri@aegea.com.br,
